invoice_id,invoice_number,supplier_id,po_id,invoice_date,amount,status
I-00367,INV-2026-00367,S009,PO-00334,2026-04-09,7506.03,posted
I-00368,INV-2026-00368,S018,PO-00335,2026-02-07,34553.92,posted
I-00369,INV-2026-00369,S045,PO-00336,2026-02-14,103521.07,posted
I-00370,INV-2026-00370,S041,PO-00337,2026-03-14,96666.33,posted
I-00371,INV-2026-00371,S026,PO-00338,2026-02-06,42009.78,posted
I-00372,INV-2026-00372,S035,PO-00339,2026-02-15,45463.64,posted
I-00373,INV-2026-00373,S032,PO-00340,2026-03-06,15875.87,posted
I-00374,INV-2026-00374,S005,PO-00341,2026-03-22,19826.59,posted
I-00375,INV-2026-00375,S025,PO-00342,2026-03-16,132587.25,posted
I-00376,INV-2026-00376,S085,PO-00343,2026-02-05,34637.26,posted
I-00377,INV-2026-00377,S006,PO-00344,2026-04-17,39875.43,posted
I-00378,INV-2026-00378,S006,PO-00344,2026-04-27,28670.4,posted
I-00379,INV-2026-00379,S030,PO-00345,2026-03-19,29569.87,posted
I-00380,INV-2026-00380,S037,PO-00346,2026-01-17,41269.13,posted
I-00381,INV-2026-00381,S063,PO-00347,2026-02-05,48228.58,posted
I-00382,INV-2026-00382,S025,PO-00348,2026-03-03,44046.74,posted
I-00383,INV-2026-00383,S012,PO-00349,2026-02-26,13087.25,posted
I-00384,INV-2026-00384,S038,PO-00350,2026-02-01,23380.73,posted
I-00385,INV-2026-00385,S037,PO-00351,2026-02-14,127624.34,posted
I-00386,INV-2026-00386,S001,PO-00352,2026-02-04,27172.61,posted
I-00387,INV-2026-00387,S036,PO-00353,2026-01-31,65505.61,posted
I-00388,INV-2026-00388,S064,PO-00354,2026-02-15,25442.7,posted
I-00389,INV-2026-00389,S012,PO-00355,2026-04-03,11701.16,posted
I-00390,INV-2026-00390,S028,PO-00356,2026-04-06,15428.73,posted
I-00391,INV-2026-00391,S081,PO-00357,2026-04-25,9464.03,posted
I-00392,INV-2026-00392,S008,PO-00358,2026-03-01,7543.61,posted
I-00393,INV-2026-00393,S036,PO-00359,2026-03-07,21750.15,posted
I-00394,INV-2026-00394,S016,PO-00360,2026-04-15,16139.4,posted
I-00395,INV-2026-00395,S029,PO-00361,2026-03-27,10217.11,posted
I-00396,INV-2026-00396,S029,PO-00362,2026-03-04,15581.21,posted
I-00397,INV-2026-00397,S043,PO-00363,2026-02-14,17949.02,posted
I-00398,INV-2026-00398,S058,PO-00364,2026-03-16,38692.09,posted
I-00399,INV-2026-00399,S059,PO-00365,2026-03-29,13844.17,posted
I-00400,INV-2026-00400,S059,PO-00365,2026-03-22,25533.21,posted
I-00401,INV-2026-00401,S076,PO-00366,2026-03-03,29797.06,posted
I-00402,INV-2026-00402,S082,PO-00367,2026-01-19,55607.55,posted
I-00403,INV-2026-00403,S073,PO-00368,2026-05-04,28607.99,posted
I-00404,INV-2026-00404,S028,PO-00369,2026-03-16,14741.3,posted
I-00405,INV-2026-00405,S028,PO-00369,2026-03-18,17683.82,posted
I-00406,INV-2026-00406,S041,PO-00370,2026-02-12,13368.24,posted
I-00407,INV-2026-00407,S067,PO-00371,2026-01-25,16652.41,posted
I-00408,INV-2026-00408,S058,PO-00372,2026-03-24,25953.73,posted
I-00409,INV-2026-00409,S035,PO-00373,2026-03-10,20594.36,posted
I-00410,INV-2026-00410,S082,PO-00374,2026-03-12,30186.78,posted
I-00411,INV-2026-00411,S082,PO-00374,2026-03-29,64488.38,posted
I-00412,INV-2026-00412,S059,PO-00375,2026-03-03,41068.31,posted
I-00413,INV-2026-00413,S041,PO-00376,2026-02-28,44113.84,posted
I-00414,INV-2026-00414,S060,PO-00377,2026-02-19,12078.69,posted
I-00415,INV-2026-00415,S060,PO-00377,2026-02-17,12369.93,posted
I-00416,INV-2026-00416,S053,PO-00378,2026-04-05,36048.09,posted
I-00417,INV-2026-00417,S057,PO-00379,2026-02-08,80121.31,posted
I-00418,INV-2026-00418,S055,PO-00380,2026-01-24,16948.15,posted
I-00419,INV-2026-00419,S031,PO-00381,2026-01-17,64999.81,posted
I-00420,INV-2026-00420,S001,PO-00382,2026-02-12,9649.08,posted
I-00421,INV-2026-00421,S013,PO-00383,2026-03-10,40858.27,posted
I-00422,INV-2026-00422,S071,PO-00384,2026-04-03,18803.79,posted
I-00423,INV-2026-00423,S071,PO-00384,2026-04-04,36841.8,posted
I-00424,INV-2026-00424,S048,PO-00385,2026-04-04,33619.32,posted
I-00425,INV-2026-00425,S048,PO-00385,2026-04-15,21326.69,posted
I-00426,INV-2026-00426,S030,PO-00386,2026-03-04,53054.47,posted
I-00427,INV-2026-00427,S043,PO-00387,2026-04-08,9885.58,posted
I-00428,INV-2026-00428,S061,PO-00388,2026-03-23,8579.73,posted
I-00429,INV-2026-00429,S061,PO-00388,2026-03-27,12932.73,posted
I-00430,INV-2026-00430,S010,PO-00389,2026-02-28,85378.04,posted
I-00431,INV-2026-00431,S039,PO-00390,2026-01-30,57822.66,posted
I-00432,INV-2026-00432,S009,PO-00391,2026-03-12,17755.76,posted
I-00433,INV-2026-00433,S070,PO-00392,2026-04-15,16329.04,posted
I-00434,INV-2026-00434,S007,PO-00393,2026-04-18,37931.79,posted
I-00435,INV-2026-00435,S059,PO-00394,2026-02-26,10362.79,posted
I-00436,INV-2026-00436,S059,PO-00394,2026-03-09,14862.34,posted
I-00437,INV-2026-00437,S017,PO-00395,2026-04-11,23955.36,posted
I-00438,INV-2026-00438,S020,PO-00396,2026-03-11,16414.3,posted
I-00439,INV-2026-00439,S061,PO-00397,2026-02-08,33372.37,posted
I-00440,INV-2026-00440,S051,PO-00398,2026-03-22,49184.7,posted
I-00441,INV-2026-00441,S069,PO-00399,2026-04-27,27410.81,posted
I-00442,INV-2026-00442,S018,PO-00400,2026-04-12,44759.47,posted
I-00443,INV-2026-00443,S038,PO-00401,2026-04-24,27475.88,posted
I-00444,INV-2026-00444,S006,PO-00402,2026-02-07,177976.9,posted
I-00445,INV-2026-00445,S064,PO-00403,2026-02-03,43594.63,posted
I-00446,INV-2026-00446,S060,PO-00404,2026-01-22,72364.3,posted
I-00447,INV-2026-00447,S075,PO-00405,2026-02-27,8617.9,posted
I-00448,INV-2026-00448,S021,PO-00406,2026-02-18,17279.31,posted
I-00449,INV-2026-00449,S031,PO-00407,2026-02-16,24167.06,posted
I-00450,INV-2026-00450,S046,PO-00408,2026-03-15,15355.68,posted
I-00451,INV-2026-00451,S078,PO-00409,2026-04-06,6019.71,posted
I-00452,INV-2026-00452,S017,PO-00410,2026-02-18,12937.8,posted
I-00453,INV-2026-00453,S017,PO-00410,2026-02-14,8134.57,posted
I-00454,INV-2026-00454,S084,PO-00411,2026-04-28,83841.08,posted
I-00455,INV-2026-00455,S011,PO-00412,2026-02-17,37281.49,posted
I-00456,INV-2026-00456,S056,PO-00413,2026-03-23,39474.0,posted
I-00457,INV-2026-00457,S053,PO-00414,2026-02-06,55319.26,posted
I-00458,INV-2026-00458,S037,PO-00415,2026-04-21,23528.97,posted
I-00459,INV-2026-00459,S080,PO-00416,2026-02-07,61273.65,posted
I-00460,INV-2026-00460,S042,PO-00417,2026-04-05,29172.1,posted
I-00461,INV-2026-00461,S004,PO-00418,2026-02-11,43792.14,posted
I-00462,INV-2026-00462,S046,PO-00419,2026-03-03,13555.09,posted
I-00463,INV-2026-00463,S036,PO-00420,2026-04-02,28501.41,posted
I-00464,INV-2026-00464,S044,PO-00421,2026-02-08,36042.27,posted
I-00465,INV-2026-00465,S066,PO-00422,2026-02-04,16187.73,posted
I-00466,INV-2026-00466,S054,PO-00423,2026-02-14,12821.3,posted
I-00467,INV-2026-00467,S012,PO-00424,2026-01-23,4829.47,posted
I-00468,INV-2026-00468,S012,PO-00424,2026-01-12,3903.28,posted
I-00469,INV-2026-00469,S036,PO-00425,2026-01-20,36264.14,posted
I-00470,INV-2026-00470,S006,PO-00426,2026-03-03,31799.67,posted
I-00471,INV-2026-00471,S028,PO-00427,2026-04-22,50968.18,posted
I-00472,INV-2026-00472,S017,PO-00428,2026-03-12,40236.76,posted
I-00473,INV-2026-00473,S015,PO-00429,2026-02-18,106135.59,posted
I-00474,INV-2026-00474,S077,PO-00430,2026-04-21,33829.0,posted
I-00475,INV-2026-00475,S001,PO-00431,2026-04-12,49521.39,posted
I-00476,INV-2026-00476,S038,PO-00432,2026-02-26,34824.77,posted
I-00477,INV-2026-00477,S036,PO-00433,2026-03-19,17678.6,posted
I-00478,INV-2026-00478,S036,PO-00433,2026-03-17,12278.34,posted
I-00479,INV-2026-00479,S034,PO-00434,2026-04-05,19672.85,posted
I-00480,INV-2026-00480,S028,PO-00435,2026-04-28,42265.98,posted
I-00481,INV-2026-00481,S012,PO-00436,2026-03-11,28540.19,posted
I-00482,INV-2026-00482,S022,PO-00437,2026-03-08,13183.14,posted
I-00483,INV-2026-00483,S083,PO-00438,2026-02-08,30579.74,posted
I-00484,INV-2026-00484,S007,PO-00439,2026-02-07,12798.54,posted
I-00485,INV-2026-00485,S019,PO-00440,2026-03-09,30989.42,posted
I-00486,INV-2026-00486,S028,PO-00441,2026-03-15,58425.56,posted
I-00487,INV-2026-00487,S078,PO-00442,2026-02-10,45015.84,posted
I-00488,INV-2026-00488,S021,PO-00443,2026-01-31,10587.79,posted
I-00489,INV-2026-00489,S057,PO-00444,2026-03-24,9657.76,posted
I-00490,INV-2026-00490,S078,PO-00445,2026-03-30,4955.1,posted
I-00491,INV-2026-00491,S028,PO-00446,2026-04-02,20890.67,posted
I-00492,INV-2026-00492,S046,PO-00447,2026-03-30,26410.95,posted
I-00493,INV-2026-00493,S073,PO-00448,2026-02-28,7461.9,posted
I-00494,INV-2026-00494,S031,PO-00449,2026-01-26,17155.35,posted
I-00495,INV-2026-00495,S029,PO-00450,2026-04-20,7780.89,posted
I-00496,INV-2026-00496,S064,PO-00451,2026-02-07,17038.55,posted
I-00497,INV-2026-00497,S024,PO-00452,2026-03-03,60286.66,posted
I-00498,INV-2026-00498,S043,PO-00453,2026-03-07,29604.12,posted
I-00499,INV-2026-00499,S038,PO-00454,2026-02-02,82536.93,posted
I-00500,INV-2026-00500,S037,PO-00455,2026-02-10,43427.83,posted
I-00501,INV-2026-00501,S075,PO-00456,2026-02-04,19512.29,posted
I-00502,INV-2026-00502,S045,PO-00457,2026-04-10,25223.53,posted
I-00503,INV-2026-00503,S045,PO-00457,2026-03-27,55507.05,posted
I-00504,INV-2026-00504,S007,PO-00458,2026-04-29,49940.81,posted
I-00505,INV-2026-00505,S059,PO-00459,2026-04-28,8029.42,posted
I-00506,INV-2026-00506,S003,PO-00460,2026-03-14,21012.75,posted
I-00507,INV-2026-00507,S001,PO-00461,2026-04-01,15964.23,posted
I-00508,INV-2026-00508,S072,PO-00462,2026-02-10,23053.74,posted
I-00509,INV-2026-00509,S070,PO-00463,2026-01-21,33505.74,posted
I-00510,INV-2026-00510,S032,PO-00464,2026-01-30,59069.04,posted
I-00511,INV-2026-00511,S066,PO-00465,2026-03-07,32376.67,posted
I-00512,INV-2026-00512,S027,PO-00466,2026-01-16,21883.52,posted
I-00513,INV-2026-00513,S030,PO-00467,2026-04-10,50333.63,posted
I-00514,INV-2026-00514,S001,PO-00468,2026-01-25,21908.23,posted
I-00515,INV-2026-00515,S016,PO-00469,2026-02-19,27942.13,posted
I-00516,INV-2026-00516,S016,PO-00469,2026-02-23,13956.44,posted
I-00517,INV-2026-00517,S019,PO-00470,2026-04-04,23276.18,posted
I-00518,INV-2026-00518,S017,PO-00471,2026-03-26,65180.54,posted
I-00519,INV-2026-00519,S070,PO-00472,2026-02-04,28563.3,posted
I-00520,INV-2026-00520,S085,PO-00473,2026-02-02,18280.8,posted
I-00521,INV-2026-00521,S045,PO-00474,2026-04-10,11111.57,posted
I-00522,INV-2026-00522,S032,PO-00475,2026-02-28,29399.6,posted
I-00523,INV-2026-00523,S003,PO-00476,2026-02-20,19070.76,posted
I-00524,INV-2026-00524,S037,PO-00477,2026-03-05,69585.32,posted
I-00525,INV-2026-00525,S015,PO-00478,2026-04-25,41843.64,posted
I-00526,INV-2026-00526,S053,PO-00479,2026-02-02,32337.23,posted
I-00527,INV-2026-00527,S024,PO-00480,2026-03-09,21646.68,posted
I-00528,INV-2026-00528,S043,PO-00481,2026-02-05,41245.33,posted
I-00529,INV-2026-00529,S085,PO-00482,2026-02-01,13549.35,posted
I-00530,INV-2026-00530,S068,PO-00483,2026-04-20,6591.83,posted
I-00531,INV-2026-00531,S050,PO-00484,2026-03-12,11173.77,posted
I-00532,INV-2026-00532,S015,PO-00485,2026-04-23,28487.8,posted
I-00533,INV-2026-00533,S039,PO-00486,2026-03-06,118863.91,posted
I-00534,INV-2026-00534,S002,PO-00487,2026-01-31,57414.47,posted
I-00535,INV-2026-00535,S020,PO-00488,2026-03-21,30007.92,posted
I-00536,INV-2026-00536,S060,PO-00489,2026-02-08,21913.04,posted
I-00537,INV-2026-00537,S051,PO-00490,2026-03-30,22018.89,posted
I-00538,INV-2026-00538,S002,PO-00491,2026-02-25,26121.46,posted
I-00539,INV-2026-00539,S068,PO-00492,2026-02-05,23299.47,posted
I-00540,INV-2026-00540,S080,PO-00493,2026-01-23,71355.11,posted
I-00541,INV-2026-00541,S044,PO-00494,2026-03-06,8378.61,posted
I-00542,INV-2026-00542,S069,PO-00495,2026-04-20,58713.73,posted
I-00543,INV-2026-00543,S069,PO-00496,2026-02-05,20392.14,posted
I-00544,INV-2026-00544,S029,PO-00497,2026-03-25,11601.03,posted
I-00545,INV-2026-00545,S077,PO-00498,2026-03-10,11968.05,posted
I-00546,INV-2026-00546,S077,PO-00498,2026-03-06,5274.85,posted
I-00547,INV-2026-00547,S035,PO-00499,2026-02-12,24466.57,posted
I-00548,INV-2026-00548,S040,PO-00500,2026-01-26,68500.5,posted
I-00549,INV-2026-00549,S069,PO-00501,2026-04-20,16452.18,posted
I-00550,INV-2026-00550,S077,PO-00502,2026-01-28,76962.08,posted
I-00551,INV-2026-00551,S070,PO-00503,2026-04-19,17654.09,posted
I-00552,INV-2026-00552,S007,PO-00504,2026-04-19,73945.27,posted
I-00553,INV-2026-00553,S040,PO-00505,2026-04-21,21888.95,posted
I-00554,INV-2026-00554,S047,PO-00506,2026-02-10,132998.18,posted
I-00555,INV-2026-00555,S070,PO-00507,2026-02-18,47839.55,posted
I-00556,INV-2026-00556,S063,PO-00508,2026-04-30,22742.7,posted
I-00557,INV-2026-00557,S024,PO-00509,2026-03-12,91646.95,posted
I-00558,INV-2026-00558,S052,PO-00510,2026-02-06,30301.61,posted
I-00559,INV-2026-00559,S074,PO-00511,2026-04-08,5723.42,posted
I-00560,INV-2026-00560,S074,PO-00511,2026-04-17,6357.35,posted
I-00561,INV-2026-00561,S073,PO-00512,2026-03-08,21853.96,posted
I-00562,INV-2026-00562,S028,PO-00513,2026-02-20,10351.68,posted
I-00563,INV-2026-00563,S040,PO-00514,2026-04-09,11252.34,posted
I-00564,INV-2026-00564,S053,PO-00515,2026-01-14,53012.19,posted
I-00565,INV-2026-00565,S004,PO-00516,2026-03-26,32227.18,posted
I-00566,INV-2026-00566,S013,PO-00517,2026-03-03,15422.19,posted
I-00567,INV-2026-00567,S030,PO-00518,2026-03-26,37766.35,posted
I-00568,INV-2026-00568,S010,PO-00519,2026-02-20,15695.92,posted
I-00569,INV-2026-00569,S038,PO-00520,2026-03-18,32687.54,posted
I-00570,INV-2026-00570,S057,PO-00521,2026-02-18,32702.52,posted
I-00571,INV-2026-00571,S063,PO-00522,2026-01-30,51261.69,posted
I-00572,INV-2026-00572,S023,PO-00523,2026-03-02,4389.62,posted
I-00573,INV-2026-00573,S017,PO-00524,2026-02-01,38093.95,posted
I-00574,INV-2026-00574,S014,PO-00525,2026-01-10,73202.63,posted
I-00575,INV-2026-00575,S071,PO-00526,2026-02-27,69556.47,posted
I-00576,INV-2026-00576,S052,PO-00527,2026-02-04,49099.49,posted
I-00577,INV-2026-00577,S016,PO-00528,2026-04-01,14546.83,posted
I-00578,INV-2026-00578,S016,PO-00528,2026-04-03,12687.66,posted
I-00579,INV-2026-00579,S069,PO-00529,2026-03-08,25145.46,posted
I-00580,INV-2026-00580,S021,PO-00530,2026-02-18,6763.02,posted
I-00581,INV-2026-00581,S007,PO-00531,2026-02-09,15454.28,posted
I-00582,INV-2026-00582,S044,PO-00532,2026-04-02,21258.67,posted
I-00583,INV-2026-00583,S043,PO-00533,2026-02-09,9908.88,posted
I-00584,INV-2026-00584,S027,PO-00534,2026-03-31,7629.86,posted
I-00585,INV-2026-00585,S014,PO-00535,2026-02-11,16124.81,posted
I-00586,INV-2026-00586,S016,PO-00536,2026-03-30,8586.96,posted
I-00587,INV-2026-00587,S008,PO-00537,2026-03-30,24237.93,posted
I-00588,INV-2026-00588,S035,PO-00538,2026-02-21,8752.71,posted
I-00589,INV-2026-00589,S032,PO-00539,2026-01-08,32309.27,posted
I-00590,INV-2026-00590,S045,PO-00540,2026-02-08,16330.1,posted
I-00591,INV-2026-00591,S072,PO-00541,2026-02-09,14290.29,posted
I-00592,INV-2026-00592,S030,PO-00542,2026-03-05,22312.08,posted
I-00593,INV-2026-00593,S024,PO-00543,2026-01-25,18961.41,posted
I-00594,INV-2026-00594,S067,PO-00544,2026-02-16,30973.57,posted
I-00595,INV-2026-00595,S006,PO-00545,2026-04-03,22896.59,posted
I-00596,INV-2026-00596,S028,PO-00546,2026-02-03,23456.1,posted
I-00597,INV-2026-00597,S038,PO-00547,2026-02-03,18090.57,posted
I-00598,INV-2026-00598,S017,PO-00548,2026-02-17,15750.21,posted
I-00599,INV-2026-00599,S004,PO-00549,2026-04-13,33865.89,posted
I-00600,INV-2026-00600,S064,PO-00550,2026-03-16,19657.87,posted
I-00601,INV-2026-00601,S077,PO-00551,2026-02-17,5386.53,posted
I-00602,INV-2026-00602,S029,PO-00552,2026-02-21,21585.53,posted
I-00603,INV-2026-00603,S009,PO-00553,2026-04-15,20750.57,posted
I-00604,INV-2026-00604,S062,PO-00554,2026-03-07,48197.17,posted
I-00605,INV-2026-00605,S034,PO-00555,2026-03-29,77306.36,posted
I-00606,INV-2026-00606,S014,PO-00556,2026-01-30,153292.28,posted
I-00607,INV-2026-00607,S040,PO-00557,2026-02-21,17897.89,posted
I-00608,INV-2026-00608,S037,PO-00558,2026-03-07,45669.26,posted
I-00609,INV-2026-00609,S035,PO-00559,2026-03-27,45077.47,posted
I-00610,INV-2026-00610,S011,PO-00560,2026-03-14,7556.02,posted
I-00611,INV-2026-00611,S047,PO-00561,2026-04-04,6609.43,posted
I-00612,INV-2026-00612,S004,PO-00562,2026-01-16,6184.13,posted
I-00613,INV-2026-00613,S016,PO-00563,2026-02-21,28109.69,posted
I-00614,INV-2026-00614,S046,PO-00564,2026-03-01,16733.81,posted
I-00615,INV-2026-00615,S077,PO-00565,2026-03-31,65981.28,posted
I-00616,INV-2026-00616,S061,PO-00566,2026-01-15,19994.16,posted
I-00617,INV-2026-00617,S013,PO-00567,2026-04-05,71122.76,posted
I-00618,INV-2026-00618,S022,PO-00568,2026-02-18,41590.31,posted
I-00619,INV-2026-00619,S083,PO-00569,2026-02-10,120891.26,posted
I-00620,INV-2026-00620,S065,PO-00570,2026-03-18,5375.32,posted
I-00621,INV-2026-00621,S005,PO-00571,2026-01-17,52138.35,posted
I-00622,INV-2026-00622,S082,PO-00572,2026-03-07,20562.74,posted
I-00623,INV-2026-00623,S015,PO-00573,2026-02-04,34375.35,posted
I-00624,INV-2026-00624,S073,PO-00574,2026-03-07,41297.43,posted
I-00625,INV-2026-00625,S059,PO-00575,2026-04-09,7435.68,posted
I-00626,INV-2026-00626,S059,PO-00575,2026-04-05,9471.83,posted
I-00627,INV-2026-00627,S070,PO-00576,2026-01-30,12736.83,posted
I-00628,INV-2026-00628,S049,PO-00577,2026-03-20,77716.41,posted
I-00629,INV-2026-00629,S001,PO-00578,2026-02-19,19359.64,posted
I-00630,INV-2026-00630,S001,PO-00578,2026-02-21,18182.79,posted
I-00631,INV-2026-00631,S076,PO-00579,2026-03-09,58941.24,posted
I-00632,INV-2026-00632,S042,PO-00580,2026-02-21,76122.67,posted
I-00633,INV-2026-00633,S038,PO-00581,2026-02-20,182692.23,posted
I-00634,INV-2026-00634,S073,PO-00582,2026-02-05,35075.91,posted
I-00635,INV-2026-00635,S041,PO-00583,2026-04-24,15987.03,posted
I-00636,INV-2026-00636,S065,PO-00584,2026-04-02,32223.04,posted
I-00637,INV-2026-00637,S084,PO-00585,2026-02-03,62688.71,posted
I-00638,INV-2026-00638,S002,PO-00586,2026-02-25,7201.27,posted
I-00639,INV-2026-00639,S002,PO-00586,2026-03-03,12483.6,posted
I-00640,INV-2026-00640,S020,PO-00587,2026-02-14,16183.18,posted
I-00641,INV-2026-00641,S070,PO-00588,2026-01-15,6498.07,posted
I-00642,INV-2026-00642,S075,PO-00589,2026-01-24,31627.61,posted
I-00643,INV-2026-00643,S037,PO-00590,2026-01-27,14775.29,posted
I-00644,INV-2026-00644,S037,PO-00590,2026-01-24,10980.42,posted
I-00645,INV-2026-00645,S079,PO-00591,2026-02-22,20701.17,posted
I-00646,INV-2026-00646,S037,PO-00592,2026-04-12,25266.19,posted
I-00647,INV-2026-00647,S037,PO-00592,2026-04-12,19570.14,posted
I-00648,INV-2026-00648,S060,PO-00593,2026-01-23,28647.75,posted
I-00649,INV-2026-00649,S023,PO-00594,2026-02-23,40269.53,posted
I-00650,INV-2026-00650,S003,PO-00595,2026-01-17,213974.56,posted
I-00651,INV-2026-00651,S001,PO-00596,2026-04-11,29169.35,posted
I-00652,INV-2026-00652,S001,PO-00596,2026-04-03,32474.13,posted
I-00653,INV-2026-00653,S050,PO-00597,2026-03-28,20535.43,posted
I-00654,INV-2026-00654,S050,PO-00597,2026-04-04,10085.44,posted
I-00655,INV-2026-00655,S072,PO-00598,2026-02-27,29195.28,posted
I-00656,INV-2026-00656,S067,PO-00599,2026-03-11,19861.09,posted
I-00657,INV-2026-00657,S017,PO-00600,2026-03-02,30437.62,posted
I-00658,INV-2026-00658,S079,PO-00601,2026-03-12,13744.11,posted
I-00659,INV-2026-00659,S010,PO-00602,2026-01-21,28945.02,posted
I-00660,INV-2026-00660,S022,PO-00603,2026-03-02,8006.19,posted
I-00661,INV-2026-00661,S014,PO-00604,2026-04-14,56881.54,posted
I-00662,INV-2026-00662,S068,PO-00605,2026-03-01,97900.78,posted
I-00663,INV-2026-00663,S077,PO-00606,2026-03-09,17295.88,posted
I-00664,INV-2026-00664,S080,PO-00607,2026-02-25,12823.24,posted
I-00665,INV-2026-00665,S069,PO-00608,2026-02-07,12264.55,posted
I-00666,INV-2026-00666,S075,PO-00609,2026-03-04,40936.93,posted
I-00667,INV-2026-00667,S003,PO-00610,2026-01-13,41678.99,posted
I-00668,INV-2026-00668,S005,PO-00611,2026-02-07,53497.41,posted
I-00669,INV-2026-00669,S033,PO-00612,2026-04-12,6157.18,posted
I-00670,INV-2026-00670,S006,PO-00613,2026-03-10,73189.32,posted
I-00671,INV-2026-00671,S002,PO-00614,2026-02-21,23096.11,posted
I-00672,INV-2026-00672,S069,PO-00615,2026-04-11,23109.22,posted
I-00673,INV-2026-00673,S069,PO-00615,2026-04-09,34409.58,posted
I-00674,INV-2026-00674,S076,PO-00616,2026-03-01,104045.74,posted
I-00675,INV-2026-00675,S046,PO-00617,2026-03-04,20795.28,posted
I-00676,INV-2026-00676,S009,PO-00618,2026-04-10,39472.01,posted
I-00677,INV-2026-00677,S049,PO-00619,2026-02-23,20570.51,posted
I-00678,INV-2026-00678,S049,PO-00620,2026-02-09,22069.28,posted
I-00679,INV-2026-00679,S002,PO-00621,2026-02-25,81409.81,posted
I-00680,INV-2026-00680,S081,PO-00622,2026-03-08,23024.29,posted
I-00681,INV-2026-00681,S001,PO-00623,2026-03-27,51742.13,posted
I-00682,INV-2026-00682,S043,PO-00624,2026-02-23,43653.96,posted
I-00683,INV-2026-00683,S005,PO-00625,2026-04-07,72251.36,posted
I-00684,INV-2026-00684,S068,PO-00626,2026-02-04,118036.66,posted
I-00685,INV-2026-00685,S049,PO-00627,2026-04-10,44124.11,posted
I-00686,INV-2026-00686,S046,PO-00628,2026-02-26,56664.12,posted
I-00687,INV-2026-00687,S085,PO-00629,2026-04-25,94268.19,posted
I-00688,INV-2026-00688,S038,PO-00630,2026-04-20,40742.99,posted
I-00689,INV-2026-00689,S061,PO-00631,2026-03-16,13131.7,posted
I-00690,INV-2026-00690,S021,PO-00632,2026-02-28,84787.59,posted
I-00691,INV-2026-00691,S052,PO-00633,2026-04-06,32619.71,posted
I-00692,INV-2026-00692,S027,PO-00634,2026-04-04,85656.78,posted
I-00693,INV-2026-00693,S035,PO-00635,2026-02-09,3670.03,posted
I-00694,INV-2026-00694,S040,PO-00636,2026-01-26,81376.69,posted
I-00695,INV-2026-00695,S062,PO-00637,2026-04-24,43655.2,posted
I-00696,INV-2026-00696,S083,PO-00638,2026-02-11,28448.41,posted
I-00697,INV-2026-00697,S029,PO-00639,2026-04-09,55848.4,posted
I-00698,INV-2026-00698,S018,PO-00640,2026-03-27,65377.13,posted
I-00699,INV-2026-00699,S031,PO-00641,2026-04-25,50012.48,posted
I-00700,INV-2026-00700,S053,PO-00642,2026-03-28,25490.64,posted
I-00701,INV-2026-00701,S053,PO-00642,2026-03-24,25941.07,posted
I-00702,INV-2026-00702,S006,PO-00643,2026-03-01,7260.96,posted
I-00703,INV-2026-00703,S006,PO-00643,2026-03-19,7573.53,posted
I-00704,INV-2026-00704,S046,PO-00644,2026-02-04,11966.14,posted
I-00705,INV-2026-00705,S026,PO-00645,2026-03-16,8198.76,posted
I-00706,INV-2026-00706,S017,PO-00646,2026-03-30,71173.96,posted
I-00707,INV-2026-00707,S045,PO-00647,2026-02-14,21915.87,posted
I-00708,INV-2026-00708,S023,PO-00648,2026-04-06,19239.3,posted
I-00709,INV-2026-00709,S058,PO-00649,2026-04-01,28846.05,posted
I-00710,INV-2026-00710,S061,PO-00650,2026-03-04,47801.05,posted
I-00711,INV-2026-00711,S058,PO-00651,2026-03-12,12166.3,posted
I-00712,INV-2026-00712,S067,PO-00652,2026-03-25,28486.95,posted
I-00713,INV-2026-00713,S047,PO-00653,2026-02-23,78175.56,posted
I-00714,INV-2026-00714,S068,PO-00654,2026-01-21,17627.47,posted
I-00715,INV-2026-00715,S007,PO-00655,2026-02-16,134942.75,posted
I-00716,INV-2026-00716,S057,PO-00656,2026-02-03,52932.04,posted
I-00717,INV-2026-00717,S007,PO-00657,2026-03-02,20416.99,posted
I-00718,INV-2026-00718,S006,PO-00658,2026-03-20,41223.37,posted
I-00719,INV-2026-00719,S015,PO-00659,2026-04-17,27111.75,posted
I-00720,INV-2026-00720,S037,PO-00660,2026-02-21,29307.17,posted
I-00721,INV-2026-00721,S061,PO-00661,2026-03-11,22563.78,posted
I-00722,INV-2026-00722,S029,PO-00662,2026-04-23,25567.23,posted
I-00723,INV-2026-00723,S022,PO-00663,2026-03-06,31091.35,posted
I-00724,INV-2026-00724,S014,PO-00664,2026-03-02,16827.29,posted
I-00725,INV-2026-00725,S031,PO-00665,2026-02-15,21126.9,posted
I-00726,INV-2026-00726,S033,PO-00666,2026-04-02,60362.99,posted
I-00727,INV-2026-00727,S007,PO-00667,2026-04-14,24736.93,posted
I-00728,INV-2026-00728,S028,PO-00668,2026-04-08,52807.41,posted
I-00729,INV-2026-00729,S028,PO-00668,2026-04-06,76229.25,posted
I-00730,INV-2026-00730,S064,PO-00669,2026-02-23,47667.58,posted
I-00731,INV-2026-00731,S030,PO-00670,2026-04-17,21735.08,posted
I-00732,INV-2026-00732,S031,PO-00671,2026-03-23,24860.81,posted
I-00733,INV-2026-00733,S017,PO-00672,2026-04-20,17412.42,posted
