po_id,created_date,supplier_id,requester_user_id,buyer_user_id,amount,category,status,release_date
PO-00333,2026-01-22,S081,U024,U014,24986.7,Facilities,Released,2026-01-26
PO-00334,2026-03-31,S009,U024,U009,7506.03,IT,Released,2026-04-04
PO-00335,2026-01-19,S018,U024,U014,34553.92,Packaging,Released,2026-01-24
PO-00336,2026-01-24,S045,U018,U014,103521.07,Packaging,Released,2026-01-28
PO-00337,2026-02-24,S041,U024,U009,96666.33,Facilities,Released,2026-03-01
PO-00338,2026-01-15,S026,U024,U014,42009.78,Consulting,Released,2026-01-18
PO-00339,2026-01-22,S035,U023,U014,45463.64,Facilities,Released,2026-01-28
PO-00340,2026-02-25,S032,U024,U009,15875.87,Consulting,Released,2026-02-26
PO-00341,2026-03-13,S005,U017,U014,19826.59,Facilities,Released,2026-03-17
PO-00342,2026-03-06,S025,U023,U014,132587.25,Facilities,Released,2026-03-13
PO-00343,2026-01-16,S085,U016,U014,34637.26,IT,Released,2026-01-22
PO-00344,2026-03-28,S006,U018,U009,68545.83,Components,Released,2026-04-01
PO-00345,2026-03-11,S030,U023,U014,29569.87,Components,Released,2026-03-14
PO-00346,2026-01-06,S037,U016,U014,41269.13,Facilities,Released,2026-01-07
PO-00347,2026-01-04,S063,U024,U014,48228.58,Maintenance,Released,2026-01-08
PO-00348,2026-02-16,S025,U023,U014,44046.74,Facilities,Released,2026-02-24
PO-00349,2026-02-04,S012,U017,U009,13087.25,Packaging,Released,2026-02-07
PO-00350,2026-01-13,S038,U017,U014,23380.73,Office supplies,Released,2026-01-18
PO-00351,2026-01-30,S037,U016,U014,127624.34,Facilities,Released,2026-02-03
PO-00352,2026-01-05,S001,U017,U014,27172.61,Consulting,Released,2026-01-12
PO-00353,2026-01-26,S036,U016,U009,65505.61,Components,Released,2026-01-28
PO-00354,2026-01-13,S064,U016,U014,25442.7,Facilities,Released,2026-01-18
PO-00355,2026-03-15,S012,U018,U014,11701.16,Packaging,Released,2026-03-18
PO-00356,2026-03-10,S028,U023,U009,15428.73,Materials,Released,2026-03-17
PO-00357,2026-03-22,S081,U023,U009,9464.03,Facilities,Released,2026-03-28
PO-00358,2026-02-12,S008,U017,U014,7543.61,Materials,Released,2026-02-14
PO-00359,2026-02-02,S036,U024,U014,21750.15,Components,Released,2026-02-10
PO-00360,2026-03-15,S016,U018,U009,16139.4,Facilities,Released,2026-03-22
PO-00361,2026-02-23,S029,U017,U009,10217.11,Office supplies,Released,2026-02-27
PO-00362,2026-01-31,S029,U024,U014,15581.21,Office supplies,Released,2026-02-07
PO-00363,2026-01-23,S043,U024,U009,17949.02,Maintenance,Released,2026-01-28
PO-00364,2026-02-21,S058,U023,U014,38692.09,Facilities,Released,2026-02-28
PO-00365,2026-03-08,S059,U017,U009,39377.38,Consulting,Released,2026-03-15
PO-00366,2026-02-10,S076,U017,U009,29797.06,Consulting,Released,2026-02-16
PO-00367,2026-01-11,S082,U016,U009,55607.55,Logistics,Released,2026-01-14
PO-00368,2026-03-31,S073,U016,U009,28607.99,Facilities,Released,2026-04-07
PO-00369,2026-03-01,S028,U016,U014,32425.12,Materials,Released,2026-03-08
PO-00370,2026-01-24,S041,U018,U009,13368.24,Facilities,Released,2026-01-25
PO-00371,2026-01-03,S067,U023,U014,16652.41,Facilities,Released,2026-01-05
PO-00372,2026-03-17,S058,U017,U009,25953.73,Facilities,Released,2026-03-19
PO-00373,2026-02-15,S035,U016,U014,20594.36,Facilities,Released,2026-02-20
PO-00374,2026-02-26,S082,U023,U014,94675.16,Logistics,Released,2026-02-28
PO-00375,2026-02-16,S059,U023,U009,41068.31,Consulting,Released,2026-02-25
PO-00376,2026-02-11,S041,U016,U014,44113.84,Facilities,Released,2026-02-12
PO-00377,2026-01-27,S060,U018,U014,24448.62,Facilities,Released,2026-01-31
PO-00378,2026-03-15,S053,U016,U009,36048.09,Maintenance,Released,2026-03-18
PO-00379,2026-01-28,S057,U024,U014,80121.31,Components,Released,2026-01-31
PO-00380,2026-01-02,S055,U018,U009,16948.15,Materials,Released,2026-01-09
PO-00381,2026-01-03,S031,U024,U009,64999.81,Materials,Released,2026-01-03
PO-00382,2026-02-01,S001,U023,U014,9649.08,Consulting,Released,2026-02-05
PO-00383,2026-02-21,S013,U018,U009,40858.27,Logistics,Released,2026-02-28
PO-00384,2026-03-16,S071,U016,U014,55645.59,Maintenance,Released,2026-03-18
PO-00385,2026-03-14,S048,U017,U014,54946.01,Consulting,Released,2026-03-17
PO-00386,2026-02-16,S030,U016,U009,53054.47,Components,Released,2026-02-21
PO-00387,2026-03-11,S043,U017,U009,9885.58,Maintenance,Released,2026-03-18
PO-00388,2026-03-02,S061,U023,U014,21512.46,IT,Released,2026-03-10
PO-00389,2026-01-22,S010,U016,U009,85378.04,IT,Released,2026-01-30
PO-00390,2026-01-19,S039,U017,U009,57822.66,Logistics,Released,2026-01-23
PO-00391,2026-03-03,S009,U024,U014,17755.76,IT,Released,2026-03-08
PO-00392,2026-03-17,S070,U023,U014,16329.04,Materials,Released,2026-03-18
PO-00393,2026-03-16,S007,U016,U014,37931.79,Maintenance,Released,2026-03-22
PO-00394,2026-02-06,S059,U023,U009,25225.13,Consulting,Released,2026-02-09
PO-00395,2026-03-21,S017,U024,U014,23955.36,Logistics,Released,2026-03-23
PO-00396,2026-02-08,S020,U024,U014,16414.3,Facilities,Released,2026-02-15
PO-00397,2026-01-24,S061,U016,U009,33372.37,IT,Released,2026-02-02
PO-00398,2026-03-01,S051,U018,U014,49184.7,Packaging,Released,2026-03-07
PO-00399,2026-03-23,S069,U016,U014,27410.81,Consulting,Released,2026-04-01
PO-00400,2026-03-08,S018,U023,U014,44759.47,Packaging,Released,2026-03-13
PO-00401,2026-03-25,S038,U017,U014,27475.88,Office supplies,Released,2026-03-31
PO-00402,2026-01-09,S006,U017,U014,177976.9,Components,Released,2026-01-14
PO-00403,2026-01-14,S064,U024,U009,43594.63,Facilities,Released,2026-01-20
PO-00404,2026-01-05,S060,U016,U014,72364.3,Facilities,Released,2026-01-10
PO-00405,2026-02-13,S075,U018,U009,8617.9,Facilities,Released,2026-02-18
PO-00406,2026-01-23,S021,U024,U009,17279.31,Packaging,Released,2026-01-31
PO-00407,2026-01-15,S031,U023,U009,24167.06,Materials,Released,2026-01-18
PO-00408,2026-02-09,S046,U023,U014,15355.68,Maintenance,Released,2026-02-13
PO-00409,2026-03-13,S078,U016,U014,6019.71,Facilities,Released,2026-03-17
PO-00410,2026-02-05,S017,U018,U014,21072.37,Logistics,Released,2026-02-08
PO-00411,2026-03-27,S084,U016,U014,83841.08,Facilities,Released,2026-03-31
PO-00412,2026-01-24,S011,U018,U009,37281.49,Facilities,Released,2026-01-30
PO-00413,2026-02-21,S056,U016,U014,39474.0,Materials,Released,2026-02-28
PO-00414,2026-01-06,S053,U016,U014,55319.26,Maintenance,Released,2026-01-09
PO-00415,2026-03-24,S037,U016,U014,23528.97,Facilities,Released,2026-03-24
PO-00416,2026-01-12,S080,U016,U009,61273.65,Packaging,Released,2026-01-18
PO-00417,2026-03-07,S042,U016,U009,29172.1,Consulting,Released,2026-03-11
PO-00418,2026-01-09,S004,U017,U009,43792.14,Maintenance,Released,2026-01-16
PO-00419,2026-02-13,S046,U018,U014,13555.09,Maintenance,Released,2026-02-18
PO-00420,2026-03-15,S036,U024,U014,28501.41,Components,Released,2026-03-22
PO-00421,2026-01-13,S044,U018,U009,36042.27,Consulting,Released,2026-01-17
PO-00422,2026-01-20,S066,U023,U009,16187.73,Consulting,Released,2026-01-21
PO-00423,2026-01-26,S054,U024,U009,12821.3,Maintenance,Released,2026-02-02
PO-00424,2026-01-02,S012,U023,U014,8732.75,Packaging,Released,2026-01-02
PO-00425,2026-01-01,S036,U016,U014,36264.14,Components,Released,2026-01-07
PO-00426,2026-02-03,S006,U018,U014,31799.67,Components,Released,2026-02-11
PO-00427,2026-03-24,S028,U018,U009,50968.18,Materials,Released,2026-03-28
PO-00428,2026-03-02,S017,U018,U014,40236.76,Logistics,Released,2026-03-04
PO-00429,2026-01-27,S015,U023,U014,106135.59,Consulting,Released,2026-02-03
PO-00430,2026-03-27,S077,U023,U009,33829.0,Maintenance,Released,2026-04-02
PO-00431,2026-03-12,S001,U018,U009,49521.39,Consulting,Released,2026-03-13
PO-00432,2026-02-03,S038,U016,U009,34824.77,Office supplies,Released,2026-02-05
PO-00433,2026-03-05,S036,U024,U009,29956.94,Components,Released,2026-03-11
PO-00434,2026-03-31,S034,U024,U014,19672.85,Packaging,Released,2026-04-02
PO-00435,2026-03-27,S028,U018,U014,42265.98,Materials,Released,2026-04-01
PO-00436,2026-02-23,S012,U016,U009,28540.19,Packaging,Released,2026-02-27
PO-00437,2026-02-13,S022,U017,U014,13183.14,Consulting,Released,2026-02-16
PO-00438,2026-01-03,S083,U016,U014,30579.74,Maintenance,Released,2026-01-09
PO-00439,2026-01-06,S007,U023,U009,12798.54,Maintenance,Released,2026-01-10
PO-00440,2026-02-09,S019,U023,U014,30989.42,Consulting,Released,2026-02-16
PO-00441,2026-02-17,S028,U023,U014,58425.56,Materials,Released,2026-02-23
PO-00442,2026-01-29,S078,U016,U014,45015.84,Facilities,Released,2026-02-01
PO-00443,2026-01-02,S021,U023,U014,10587.79,Packaging,Released,2026-01-11
PO-00444,2026-03-09,S057,U018,U014,9657.76,Components,Released,2026-03-12
PO-00445,2026-03-12,S078,U024,U009,4955.1,Facilities,Released,2026-03-15
PO-00446,2026-03-30,S028,U023,U014,20890.67,Materials,Released,2026-03-30
PO-00447,2026-03-19,S046,U017,U014,26410.95,Maintenance,Released,2026-03-26
PO-00448,2026-02-04,S073,U023,U009,7461.9,Facilities,Released,2026-02-09
PO-00449,2026-01-21,S031,U018,U014,17155.35,Materials,Released,2026-01-22
PO-00450,2026-03-29,S029,U024,U014,7780.89,Office supplies,Released,2026-04-01
PO-00451,2026-01-03,S064,U016,U009,17038.55,Facilities,Released,2026-01-09
PO-00452,2026-02-19,S024,U016,U009,60286.66,Packaging,Released,2026-02-27
PO-00453,2026-02-02,S043,U018,U009,29604.12,Maintenance,Released,2026-02-09
PO-00454,2026-01-21,S038,U024,U009,82536.93,Office supplies,Released,2026-01-26
PO-00455,2026-01-19,S037,U017,U014,43427.83,Facilities,Released,2026-01-24
PO-00456,2026-01-24,S075,U024,U014,19512.29,Facilities,Released,2026-01-30
PO-00457,2026-03-18,S045,U017,U009,80730.58,Packaging,Released,2026-03-18
PO-00458,2026-03-29,S007,U016,U009,49940.81,Maintenance,Released,2026-04-01
PO-00459,2026-03-27,S059,U017,U009,8029.42,Consulting,Released,2026-04-02
PO-00460,2026-02-11,S003,U018,U014,21012.75,Maintenance,Released,2026-02-12
PO-00461,2026-03-08,S001,U023,U009,15964.23,Consulting,Released,2026-03-11
PO-00462,2026-01-22,S072,U017,U009,23053.74,IT,Released,2026-01-27
PO-00463,2026-01-03,S070,U024,U014,33505.74,Materials,Released,2026-01-08
PO-00464,2026-01-05,S032,U017,U014,59069.04,Consulting,Released,2026-01-09
PO-00465,2026-02-26,S066,U024,U009,32376.67,Consulting,Released,2026-03-03
PO-00466,2026-01-09,S027,U023,U009,21883.52,Consulting,Released,2026-01-13
PO-00467,2026-03-19,S030,U017,U014,50333.63,Components,Released,2026-03-24
PO-00468,2026-01-08,S001,U023,U014,21908.23,Consulting,Released,2026-01-08
PO-00469,2026-02-04,S016,U016,U014,41898.57,Facilities,Released,2026-02-09
PO-00470,2026-03-21,S019,U018,U009,23276.18,Consulting,Released,2026-03-30
PO-00471,2026-03-01,S017,U024,U009,65180.54,Logistics,Released,2026-03-06
PO-00472,2026-01-03,S070,U023,U014,28563.3,Materials,Released,2026-01-07
PO-00473,2026-01-16,S085,U016,U009,18280.8,IT,Released,2026-01-20
PO-00474,2026-03-21,S045,U023,U014,11111.57,Packaging,Released,2026-03-28
PO-00475,2026-02-10,S032,U017,U009,29399.6,Consulting,Released,2026-02-14
PO-00476,2026-02-05,S003,U023,U014,19070.76,Maintenance,Released,2026-02-10
PO-00477,2026-02-20,S037,U018,U009,69585.32,Facilities,Released,2026-02-25
PO-00478,2026-03-29,S015,U016,U014,41843.64,Consulting,Released,2026-04-04
PO-00479,2026-01-25,S053,U024,U009,32337.23,Maintenance,Released,2026-01-27
PO-00480,2026-02-25,S024,U016,U014,21646.68,Packaging,Released,2026-02-28
PO-00481,2026-01-17,S043,U018,U014,41245.33,Maintenance,Released,2026-01-22
PO-00482,2026-01-24,S085,U024,U014,13549.35,IT,Released,2026-01-28
PO-00483,2026-03-15,S068,U024,U009,6591.83,Packaging,Released,2026-03-22
PO-00484,2026-03-03,S050,U024,U009,11173.77,Packaging,Released,2026-03-09
PO-00485,2026-03-23,S015,U024,U014,28487.8,Consulting,Released,2026-03-27
PO-00486,2026-02-08,S039,U018,U009,118863.91,Logistics,Released,2026-02-12
PO-00487,2026-01-19,S002,U017,U014,57414.47,Consulting,Released,2026-01-25
PO-00488,2026-03-09,S020,U017,U014,30007.92,Facilities,Released,2026-03-15
PO-00489,2026-01-24,S060,U018,U014,21913.04,Facilities,Released,2026-01-25
PO-00490,2026-03-11,S051,U017,U009,22018.89,Packaging,Released,2026-03-13
PO-00491,2026-02-11,S002,U023,U009,26121.46,Consulting,Released,2026-02-14
PO-00492,2026-01-30,S068,U023,U009,23299.47,Packaging,Released,2026-02-01
PO-00493,2026-01-13,S080,U023,U009,71355.11,Packaging,Released,2026-01-16
PO-00494,2026-02-14,S044,U016,U014,8378.61,Consulting,Released,2026-02-19
PO-00495,2026-03-25,S069,U024,U009,58713.73,Consulting,Released,2026-03-28
PO-00496,2026-01-27,S069,U017,U014,20392.14,Consulting,Released,2026-01-29
PO-00497,2026-02-27,S029,U016,U014,11601.03,Office supplies,Released,2026-03-03
PO-00498,2026-02-12,S077,U024,U014,17242.9,Maintenance,Released,2026-02-17
PO-00499,2026-01-20,S035,U017,U014,24466.57,Facilities,Released,2026-01-26
PO-00500,2026-01-11,S040,U016,U014,68500.5,Facilities,Released,2026-01-16
PO-00501,2026-03-13,S069,U018,U009,16452.18,Consulting,Released,2026-03-21
PO-00502,2026-01-22,S077,U017,U014,76962.08,Maintenance,Released,2026-01-24
PO-00503,2026-03-25,S070,U023,U014,17654.09,Materials,Released,2026-03-29
PO-00504,2026-03-18,S007,U023,U009,73945.27,Maintenance,Released,2026-03-22
PO-00505,2026-03-21,S040,U023,U014,21888.95,Facilities,Released,2026-03-28
PO-00506,2026-02-03,S047,U024,U014,132998.18,Consulting,Released,2026-02-05
PO-00507,2026-01-26,S070,U016,U009,47839.55,Materials,Released,2026-01-30
PO-00508,2026-03-29,S063,U016,U009,22742.7,Maintenance,Released,2026-04-01
PO-00509,2026-02-24,S024,U023,U014,91646.95,Packaging,Released,2026-03-02
PO-00510,2026-01-03,S052,U023,U014,30301.61,Office supplies,Released,2026-01-08
PO-00511,2026-03-20,S074,U017,U009,12080.77,Logistics,Released,2026-03-22
PO-00512,2026-02-24,S073,U017,U009,21853.96,Facilities,Released,2026-03-03
PO-00513,2026-01-17,S028,U017,U009,10351.68,Materials,Released,2026-01-22
PO-00514,2026-03-16,S040,U016,U014,11252.34,Facilities,Released,2026-03-18
PO-00515,2026-01-03,S053,U023,U014,53012.19,Maintenance,Released,2026-01-05
PO-00516,2026-03-12,S004,U023,U009,32227.18,Maintenance,Released,2026-03-21
PO-00517,2026-02-06,S013,U016,U014,15422.19,Logistics,Released,2026-02-14
PO-00518,2026-02-27,S030,U023,U009,37766.35,Components,Released,2026-03-01
PO-00519,2026-01-27,S010,U018,U014,15695.92,IT,Released,2026-02-01
PO-00520,2026-02-10,S038,U018,U014,32687.54,Office supplies,Released,2026-02-16
PO-00521,2026-02-08,S057,U024,U009,32702.52,Components,Released,2026-02-13
PO-00522,2026-01-12,S063,U024,U014,51261.69,Maintenance,Released,2026-01-13
PO-00523,2026-01-31,S023,U018,U014,4389.62,Maintenance,Released,2026-02-03
PO-00524,2026-01-16,S017,U023,U014,38093.95,Logistics,Released,2026-01-21
PO-00525,2026-01-02,S014,U018,U009,73202.63,Packaging,Released,2026-01-07
PO-00526,2026-02-14,S071,U024,U009,69556.47,Maintenance,Released,2026-02-18
PO-00527,2026-01-22,S052,U018,U009,49099.49,Office supplies,Released,2026-01-28
PO-00528,2026-03-14,S016,U016,U009,27234.49,Facilities,Released,2026-03-18
PO-00529,2026-02-04,S069,U016,U009,25145.46,Consulting,Released,2026-02-08
PO-00530,2026-02-04,S021,U024,U009,6763.02,Packaging,Released,2026-02-10
PO-00531,2026-01-25,S007,U016,U014,15454.28,Maintenance,Released,2026-02-01
PO-00532,2026-02-27,S044,U017,U014,21258.67,Consulting,Released,2026-03-03
PO-00533,2026-01-14,S043,U018,U014,9908.88,Maintenance,Released,2026-01-21
PO-00534,2026-03-03,S027,U016,U009,7629.86,Consulting,Released,2026-03-12
PO-00535,2026-01-23,S014,U018,U014,16124.81,Packaging,Released,2026-01-29
PO-00536,2026-03-18,S016,U017,U009,8586.96,Facilities,Released,2026-03-25
PO-00537,2026-03-14,S008,U016,U009,24237.93,Materials,Released,2026-03-20
PO-00538,2026-01-30,S035,U018,U009,8752.71,Facilities,Released,2026-02-06
PO-00539,2026-01-01,S032,U016,U009,32309.27,Consulting,Released,2026-01-05
PO-00540,2026-01-17,S045,U017,U009,16330.1,Packaging,Released,2026-01-24
PO-00541,2026-01-14,S072,U016,U009,14290.29,IT,Released,2026-01-17
PO-00542,2026-02-20,S030,U024,U009,22312.08,Components,Released,2026-02-27
PO-00543,2026-01-08,S024,U018,U009,18961.41,Packaging,Released,2026-01-12
PO-00544,2026-01-21,S067,U024,U014,30973.57,Facilities,Released,2026-01-23
PO-00545,2026-03-20,S006,U023,U009,22896.59,Components,Released,2026-03-22
PO-00546,2026-01-11,S028,U024,U014,23456.1,Materials,Released,2026-01-13
PO-00547,2026-01-25,S038,U018,U014,18090.57,Office supplies,Released,2026-01-31
PO-00548,2026-01-26,S017,U016,U009,15750.21,Logistics,Released,2026-02-04
PO-00549,2026-03-13,S004,U018,U009,33865.89,Maintenance,Released,2026-03-15
PO-00550,2026-03-04,S064,U017,U014,19657.87,Facilities,Released,2026-03-09
PO-00551,2026-01-23,S077,U018,U009,5386.53,Maintenance,Released,2026-01-26
PO-00552,2026-02-04,S029,U017,U014,21585.53,Office supplies,Released,2026-02-04
PO-00553,2026-03-26,S009,U016,U014,20750.57,IT,Released,2026-03-31
PO-00554,2026-02-16,S062,U023,U009,48197.17,Office supplies,Released,2026-02-20
PO-00555,2026-03-20,S034,U023,U014,77306.36,Packaging,Released,2026-03-25
PO-00556,2026-01-05,S014,U018,U009,153292.28,Packaging,Released,2026-01-05
PO-00557,2026-01-20,S040,U017,U014,17897.89,Facilities,Released,2026-01-27
PO-00558,2026-02-13,S037,U018,U009,45669.26,Facilities,Released,2026-02-21
PO-00559,2026-03-14,S035,U016,U009,45077.47,Facilities,Released,2026-03-20
PO-00560,2026-02-10,S011,U017,U014,7556.02,Facilities,Released,2026-02-15
PO-00561,2026-03-24,S047,U018,U014,6609.43,Consulting,Released,2026-03-25
PO-00562,2026-01-04,S004,U018,U014,6184.13,Maintenance,Released,2026-01-08
PO-00563,2026-01-21,S016,U024,U014,28109.69,Facilities,Released,2026-01-29
PO-00564,2026-02-01,S046,U017,U014,16733.81,Maintenance,Released,2026-02-07
PO-00565,2026-03-16,S077,U023,U014,65981.28,Maintenance,Released,2026-03-17
PO-00566,2026-01-10,S061,U018,U009,19994.16,IT,Released,2026-01-12
PO-00567,2026-03-15,S013,U023,U014,71122.76,Logistics,Released,2026-03-20
PO-00568,2026-01-20,S022,U023,U014,41590.31,Consulting,Released,2026-01-26
PO-00569,2026-01-23,S083,U017,U009,120891.26,Maintenance,Released,2026-01-29
PO-00570,2026-03-03,S065,U018,U009,5375.32,Facilities,Released,2026-03-10
PO-00571,2026-01-01,S005,U023,U009,52138.35,Facilities,Released,2026-01-07
PO-00572,2026-02-07,S082,U023,U009,20562.74,Logistics,Released,2026-02-13
PO-00573,2026-01-25,S015,U024,U014,34375.35,Consulting,Released,2026-01-30
PO-00574,2026-02-03,S073,U018,U009,41297.43,Facilities,Released,2026-02-09
PO-00575,2026-03-05,S059,U017,U014,16907.51,Consulting,Released,2026-03-10
PO-00576,2026-01-14,S070,U018,U009,12736.83,Materials,Released,2026-01-21
PO-00577,2026-03-07,S049,U017,U014,77716.41,Facilities,Released,2026-03-13
PO-00578,2026-01-31,S001,U018,U014,37542.43,Consulting,Released,2026-02-07
PO-00579,2026-02-15,S076,U018,U014,58941.24,Consulting,Released,2026-02-19
PO-00580,2026-02-12,S042,U023,U014,76122.67,Consulting,Released,2026-02-18
PO-00581,2026-01-31,S038,U024,U009,182692.23,Office supplies,Released,2026-02-08
PO-00582,2026-01-26,S073,U016,U009,35075.91,Facilities,Released,2026-01-27
PO-00583,2026-03-20,S041,U023,U009,15987.03,Facilities,Released,2026-03-27
PO-00584,2026-03-23,S065,U023,U009,32223.04,Facilities,Released,2026-03-29
PO-00585,2026-01-06,S084,U018,U009,62688.71,Facilities,Released,2026-01-08
PO-00586,2026-02-06,S002,U016,U014,19684.87,Consulting,Released,2026-02-13
PO-00587,2026-01-21,S020,U023,U014,16183.18,Facilities,Released,2026-01-28
PO-00588,2026-01-03,S070,U016,U009,6498.07,Materials,Released,2026-01-03
PO-00589,2026-01-12,S075,U024,U009,31627.61,Facilities,Released,2026-01-21
PO-00590,2026-01-08,S037,U024,U014,25755.71,Facilities,Released,2026-01-12
PO-00591,2026-02-11,S079,U023,U014,20701.17,Components,Released,2026-02-13
PO-00592,2026-03-24,S037,U016,U009,44836.33,Facilities,Released,2026-03-28
PO-00593,2026-01-09,S060,U023,U009,28647.75,Facilities,Released,2026-01-09
PO-00594,2026-02-05,S023,U016,U014,40269.53,Maintenance,Released,2026-02-06
PO-00595,2026-01-01,S003,U023,U009,213974.56,Maintenance,Released,2026-01-02
PO-00596,2026-03-13,S001,U023,U014,61643.48,Consulting,Released,2026-03-14
PO-00597,2026-03-13,S050,U023,U014,30620.87,Packaging,Released,2026-03-19
PO-00598,2026-01-31,S072,U016,U014,29195.28,IT,Released,2026-02-04
PO-00599,2026-02-17,S067,U016,U014,19861.09,Facilities,Released,2026-02-25
PO-00600,2026-02-15,S017,U024,U014,30437.62,Logistics,Released,2026-02-18
PO-00601,2026-02-21,S079,U017,U009,13744.11,Components,Released,2026-03-01
PO-00602,2026-01-09,S010,U016,U014,28945.02,IT,Released,2026-01-13
PO-00603,2026-02-22,S022,U023,U014,8006.19,Consulting,Released,2026-02-26
PO-00604,2026-03-14,S014,U023,U009,56881.54,Packaging,Released,2026-03-18
PO-00605,2026-02-05,S068,U016,U009,97900.78,Packaging,Released,2026-02-10
PO-00606,2026-02-23,S077,U024,U009,17295.88,Maintenance,Released,2026-02-26
PO-00607,2026-02-14,S080,U016,U009,12823.24,Packaging,Released,2026-02-20
PO-00608,2026-01-26,S069,U023,U009,12264.55,Consulting,Released,2026-02-02
PO-00609,2026-02-06,S075,U024,U009,40936.93,Facilities,Released,2026-02-06
PO-00610,2026-01-04,S003,U024,U014,41678.99,Maintenance,Released,2026-01-10
PO-00611,2026-01-11,S005,U017,U009,53497.41,Facilities,Released,2026-01-12
PO-00612,2026-03-22,S033,U016,U014,6157.18,Logistics,Released,2026-03-25
PO-00613,2026-02-19,S006,U018,U014,73189.32,Components,Released,2026-02-25
PO-00614,2026-02-10,S002,U017,U009,23096.11,Consulting,Released,2026-02-18
PO-00615,2026-03-07,S069,U024,U014,57518.8,Consulting,Released,2026-03-13
PO-00616,2026-02-20,S076,U017,U009,104045.74,Consulting,Released,2026-02-23
PO-00617,2026-02-18,S046,U024,U009,20795.28,Maintenance,Released,2026-02-27
PO-00618,2026-03-16,S009,U023,U009,39472.01,IT,Released,2026-03-19
PO-00619,2026-02-17,S049,U017,U009,20570.51,Facilities,Released,2026-02-20
PO-00620,2026-02-02,S049,U018,U014,22069.28,Facilities,Released,2026-02-05
PO-00621,2026-02-06,S002,U024,U014,81409.81,Consulting,Released,2026-02-10
PO-00622,2026-02-18,S081,U017,U009,23024.29,Facilities,Released,2026-02-23
PO-00623,2026-03-12,S001,U024,U009,51742.13,Consulting,Released,2026-03-18
PO-00624,2026-02-03,S043,U018,U009,43653.96,Maintenance,Released,2026-02-08
PO-00625,2026-03-07,S005,U018,U014,72251.36,Facilities,Released,2026-03-12
PO-00626,2026-01-10,S068,U018,U014,118036.66,Packaging,Released,2026-01-16
PO-00627,2026-03-13,S049,U023,U014,44124.11,Facilities,Released,2026-03-13
PO-00628,2026-02-12,S046,U023,U014,56664.12,Maintenance,Released,2026-02-16
PO-00629,2026-03-29,S085,U018,U009,94268.19,IT,Released,2026-04-01
PO-00630,2026-03-23,S038,U023,U014,40742.99,Office supplies,Released,2026-03-26
PO-00631,2026-02-14,S061,U024,U009,13131.7,IT,Released,2026-02-18
PO-00632,2026-01-27,S021,U016,U009,84787.59,Packaging,Released,2026-01-31
PO-00633,2026-03-25,S052,U024,U014,32619.71,Office supplies,Released,2026-03-30
PO-00634,2026-03-20,S027,U024,U014,85656.78,Consulting,Released,2026-03-25
PO-00635,2026-01-15,S035,U018,U014,3670.03,Facilities,Released,2026-01-15
PO-00636,2026-01-20,S040,U017,U014,81376.69,Facilities,Released,2026-01-23
PO-00637,2026-03-31,S062,U017,U014,43655.2,Office supplies,Released,2026-04-05
PO-00638,2026-01-12,S083,U016,U014,28448.41,Maintenance,Released,2026-01-14
PO-00639,2026-03-12,S029,U016,U009,55848.4,Office supplies,Released,2026-03-18
PO-00640,2026-03-19,S018,U018,U009,65377.13,Packaging,Released,2026-03-21
PO-00641,2026-03-20,S031,U024,U014,50012.48,Materials,Released,2026-03-27
PO-00642,2026-03-13,S053,U017,U009,51431.71,Maintenance,Released,2026-03-20
PO-00643,2026-02-14,S006,U023,U014,14834.49,Components,Released,2026-02-18
PO-00644,2026-01-15,S046,U023,U014,11966.14,Maintenance,Released,2026-01-18
PO-00645,2026-02-23,S026,U024,U009,8198.76,Consulting,Released,2026-03-04
PO-00646,2026-03-12,S017,U023,U014,71173.96,Logistics,Released,2026-03-19
PO-00647,2026-01-21,S045,U023,U009,21915.87,Packaging,Released,2026-01-28
PO-00648,2026-03-27,S023,U016,U014,19239.3,Maintenance,Released,2026-04-01
PO-00649,2026-03-13,S058,U017,U009,28846.05,Facilities,Released,2026-03-19
PO-00650,2026-02-13,S061,U023,U009,47801.05,IT,Released,2026-02-17
PO-00651,2026-02-22,S058,U023,U009,12166.3,Facilities,Released,2026-03-02
PO-00652,2026-03-01,S067,U023,U014,28486.95,Facilities,Released,2026-03-02
PO-00653,2026-01-18,S047,U024,U009,78175.56,Consulting,Released,2026-01-24
PO-00654,2026-01-16,S068,U017,U009,17627.47,Packaging,Released,2026-01-18
PO-00655,2026-01-16,S007,U024,U009,134942.75,Maintenance,Released,2026-01-21
PO-00656,2026-01-26,S057,U017,U014,52932.04,Components,Released,2026-01-30
PO-00657,2026-01-28,S007,U023,U009,20416.99,Maintenance,Released,2026-02-05
PO-00658,2026-02-26,S006,U023,U014,41223.37,Components,Released,2026-02-26
PO-00659,2026-03-23,S015,U016,U014,27111.75,Consulting,Released,2026-04-01
PO-00660,2026-01-27,S037,U024,U014,29307.17,Facilities,Released,2026-01-30
PO-00661,2026-02-20,S061,U016,U009,22563.78,IT,Released,2026-02-23
PO-00662,2026-03-29,S029,U017,U014,25567.23,Office supplies,Released,2026-04-03
PO-00663,2026-02-21,S022,U023,U014,31091.35,Consulting,Released,2026-02-27
PO-00664,2026-02-05,S014,U023,U014,16827.29,Packaging,Released,2026-02-10
PO-00665,2026-01-29,S031,U023,U014,21126.9,Materials,Released,2026-01-31
